@relation statAttr

@attribute count(AB) numeric
@attribute count(BC) numeric
@attribute 'normalized count(AB)' numeric
@attribute 'normalized count(BC)' numeric
@attribute PMI(AB) numeric
@attribute PMI(BC) numeric
@attribute entropy(AB) numeric
@attribute entropy(BC) numeric
@attribute 'jaccard similarity(AB)' numeric
@attribute 'jaccard similarity(BC)' numeric
@attribute 'NMS similarity(AB)' numeric
@attribute 'NMS similarity(BC)' numeric
@attribute 'ontology mentioned(AB)' numeric
@attribute 'ontology mentioned(BC)' numeric
@attribute frequency(B) numeric
@attribute 'neighbor count(B)' numeric
@attribute novel(B) numeric
@attribute 'time to indication(AB)' numeric
@attribute 'time to indication(BC)' numeric
@attribute label {important,unimportant}

@data
1,1,1,0.5,1.389612,-0.14711,0,0,0.000959,0.000381,0.302427,0.139146,0,0,719,302,1,11,1,unimportant
1,6,0.333333,0.857143,3.131191,3.386229,0,0.225281,0.003802,0.002854,0.494604,0.450736,0,0,126,71,1,13,5,unimportant
1,5,1,0.833333,2.214901,2.287616,0,0,0.004274,0.002193,0.486065,0.376634,0,0,315,164,1,3,1,unimportant
1,2,1,1,1.717498,0.873923,0,0.346574,0.001138,0.000814,0.335406,0.243725,0,0,518,261,1,2,10,unimportant
1,3,0.5,0.428571,0.764068,0.325958,0,0,0.000633,0.001585,0.235324,0.270251,0,0,1344,520,1,2,1,unimportant
2,7,0.4,0.368421,-0.243195,-0.527154,0,0,0.000516,0.002168,0.187849,0.240673,0,0,7360,1059,1,6,3,unimportant
3,39,0.375,0.481481,1.697746,2.725973,0,0.192666,0.001713,0.015844,0.339234,0.54781,0,0,1585,412,1,8,2,unimportant
2,1,0.5,1,-0.989587,-3.219456,0,0,0.000227,0.00115,0.094267,0.135925,0,0,15525,1674,1,10,20,unimportant
1,1,0.5,0.5,1.427887,-0.108835,0,0,0.00206,0.001569,0.390601,0.305647,0,0,692,187,1,6,3,unimportant
1,1,1,1,3.598025,2.061303,0,0,0.002033,0.000483,0.44923,0.306697,0,0,79,61,1,1,18,unimportant
13,37,0.245283,0.493333,1.344226,0.853472,0.229031,0,0.001872,0.005759,0.325071,0.356989,0,0,9781,2252,0,1,1,unimportant
3,1,1,0.5,3.936187,1.300852,0.318257,0,0.00531,0.000466,0.518718,0.259416,0,0,169,110,1,1,5,unimportant
1,1,0.5,1,2.112401,0.575679,0,0,0.001372,0.000433,0.366227,0.202214,0,0,349,242,1,1,32,unimportant
2,1,0.666667,0.333333,2.408716,0.178847,0.346574,0,1,0.000414,1,0.176447,0,0,519,194,1,3,7,unimportant
5,1,0.238095,1,3.830708,0.684548,0.250201,0,0.008811,0.000441,0.561156,0.214483,0,0,313,170,1,1,6,unimportant
11,2,0.289474,0.5,3.187586,-0.053884,0.231918,0.346574,0.015419,0.001014,0.585366,0.225569,0,0,1310,284,1,1,7,unimportant
4,2,0.285714,0.333333,0.685915,-1.543954,0.346574,0,0.001385,0.000507,0.297679,0.064117,0,0,5813,932,1,1,7,unimportant
1,4,1,0.181818,-0.840597,-0.991025,0,0.281168,0.000398,0.000757,0.16106,0.10959,0,0,6688,1188,1,7,1,unimportant
2,1,0.25,1,1.108383,-1.121486,0,0,0.001501,0.000279,0.320771,0.037873,0,0,1905,609,1,1,2,unimportant
3,53,0.75,0.441667,-0.834097,0.500861,0.318257,0.192444,0.000247,0.003447,0.10293,0.275488,0,0,19934,2852,0,4,1,unimportant
1,27,0.333333,0.473684,0.53914,2.298255,0,0.226202,0.000539,0.013868,0.212214,0.531004,0,0,1683,471,1,11,1,unimportant
1,8,0.25,0.666667,2.629935,3.172654,0,0,0.001669,0.003221,0.400301,0.438379,0,0,208,116,1,8,2,unimportant
1,1,0.333333,0.5,-0.570698,-2.107421,0,0,0.000447,0.00033,0.174913,0.006744,0,0,5106,982,1,7,1,unimportant
5,6,0.555556,0.857143,5.907079,5.150003,0,0,0.030928,0.015424,0.717651,0.640528,0,0,66,33,1,1,3,important
1,11,1,0.916667,3.852567,5.311064,0,0.200055,0.0131,0.026442,0.641751,0.682155,0,0,103,59,1,20,4,important
1,1,1,0.25,2.032098,1.092699,0,0,0.001529,0.001178,0.394785,0.339414,0,0,636,255,1,2,14,important
1,1,1,0.5,3.725122,2.785724,0,0,0.003922,0.002222,0.529382,0.44731,0,0,117,61,1,9,9,unimportant
2,2,1,1,2.296981,1.357582,0,0,0.001934,0.001627,0.408141,0.353993,0,0,976,382,1,5,9,unimportant
1,4,0.5,0.5,0.049146,0.496042,0,0.281168,0.000251,0.000958,0.199457,0.272967,0,0,4620,1294,0,1,1,unimportant
2,2,0.5,1,2.126858,1.187459,0,0,0.001847,0.001565,0.402966,0.348344,0,0,1157,289,1,7,5,unimportant
1,3,1,1,4.056479,4.215693,0,0,0.004566,0.007282,0.545752,0.567233,0,0,84,49,1,9,10,unimportant
3,6,0.375,0.666667,2.515184,2.268933,0,0,0.002648,0.006047,0.437182,0.489519,0,0,1177,279,1,1,5,unimportant
3,1,0.75,1,0.774107,-1.263903,0,0,0.000937,0.000181,0.326301,0.094293,0,0,6713,1224,1,1,7,unimportant
1,2,0.333333,1,1.334245,1.087993,0,0,0.000812,0.001403,0.321602,0.332912,0,0,1278,376,1,4,11,unimportant
2,1,0.5,0.5,1.828002,0.195457,0.346574,0,0.001455,0.000637,0.376803,0.246412,0,1,1560,471,1,2,2,unimportant
1,2,0.5,0.2,3.305513,3.059261,0,0,0.003509,0.002083,0.518001,0.43477,0,0,178,97,1,3,15,unimportant
1,4,1,0.571429,-1.033612,-0.586716,0,0.281168,0.000091,0.000624,0.098436,0.221944,0,0,13642,2146,0,4,2,unimportant
1,1,0.5,1,5.396254,4.456855,0,0,0.006173,0.002801,0.59452,0.523808,0,0,22,18,1,1,8,unimportant
1,6,1,0.75,5.609281,7.5984,0,0.337135,0.005128,0.031746,0.560573,0.723025,0,0,70,48,1,1,4,important
6,3,0.222222,0.75,1.361058,0.86527,0.310613,0,0.000668,0.000191,0.297538,0.17768,0,0,29392,3913,0,1,5,unimportant
3,1,0.3,1,2.256374,1.355121,0.318257,0,0.002933,0.000266,0.442295,0.212294,0,0,6003,900,1,2,10,unimportant
5,1,0.3125,0.5,3.852409,2.440331,0.333045,0,0.00486,0.000605,0.495183,0.295743,0,0,2028,335,1,1,3,unimportant
1,6,0.2,0.285714,-0.673573,1.315546,0,0.332415,0.000069,0.000277,0.079318,0.213211,0,0,37472,4316,0,3,1,unimportant
20,2,0.190476,1,6.199532,6.043418,0.179846,0,0.064904,0.004695,0.755449,0.525214,0,0,705,180,1,1,2,important
2,4,0.666667,0.666667,4.499307,7.338926,0,0,0.020086,0.007968,0.639284,0.590457,0,0,386,102,1,1,1,important
4,2,0.173913,0.5,2.395552,3.848876,0.346574,0.346574,0.001025,0.000226,0.245959,0.227898,0,0,6328,968,1,3,6,unimportant
1,3,0.333333,0.230769,1.916973,5.162057,0,0,0.000503,0.001962,0.188852,0.430299,0,0,2553,444,1,6,5,unimportant
2,2,0.666667,0.285714,-1.463819,0.682652,0,0,0.000091,0.000018,0,0,0,0,150086,7646,0,1,6,unimportant
1,1,0.2,1,3.178588,5.32506,0,0,0.002364,0.002571,0.412958,0.472074,0,0,723,119,1,7,6,unimportant
25,3,0.290698,0.176471,1.114,1.140208,0.154622,0.318257,0.00075,0.000074,0.198751,0.123642,0,0,142468,6763,0,1,8,unimportant
75,5,0.460123,0.2,4.051923,3.490345,0.169928,0.336506,0.003887,0.000908,0.385536,0.35479,0,0,22642,2267,1,1,2,unimportant
20,445,0.17094,0.318768,4.350164,3.445494,0.241043,0.071872,0.003239,0.03652,0.466391,0.549822,0,0,17688,2065,1,1,1,important
3,240,0.1875,0.527473,4.178528,4.553542,0.318257,0.114306,0.004692,0.03045,0.504658,0.57026,1,1,3150,513,1,1,1,important
44,148,0.189655,0.217327,6.950252,4.156262,0.118586,0.09472,0.025875,0.031763,0.661551,0.573915,0,0,2890,347,1,1,1,important
15,774,0.185185,0.367871,5.023311,4.95982,0.242478,0.058159,0.009643,0.072688,0.569497,0.669661,0,0,6767,781,1,1,1,important
7,110,0.166667,0.257611,3.257352,2.004909,0.309965,0.186716,0.003048,0.013838,0.460775,0.40017,0,0,18465,2008,1,1,1,important
1,76,0.25,0.296875,2.083495,2.407215,0,0.18305,0.000704,0.007795,0.325251,0.341899,0,0,8532,1201,1,5,1,important
1,32,0.142857,0.242424,3.417723,2.876446,0,0.221534,0.002311,0.003828,0.441208,0.334128,0,0,2247,531,1,12,1,important
6,8,0.3,0.307692,7.64363,3.924299,0.346574,0,0.013575,0.001577,0.648168,0.380389,0,0,197,72,1,2,20,unimportant
1,4,1,0.571429,3.164679,0.543961,0,0.281168,0.000902,0.001933,0.350728,0.206596,0,0,2894,469,1,2,1,unimportant
7,5,0.12963,0.217391,3.171166,-1.172319,0.318567,0,0.001239,0.002227,0.376962,0.096918,0,0,20127,1891,1,1,9,unimportant
5,10,0.147059,0.30303,5.36488,2.051014,0.333045,0.346574,0.004744,0.001029,0.509624,0.192811,0,0,1603,425,1,1,13,unimportant
1,4,0.142857,0.190476,3.956528,1.33581,0,0,0.008861,0.000635,0.570445,0.163483,0,0,1311,493,1,15,6,unimportant
1,14,0.111111,0.325581,1.64877,0.280814,0,0.286551,0.000118,0.008182,0.158539,0.335418,0,0,13178,1624,1,6,1,unimportant
1,2,0.071429,0.333333,2.800122,-0.513743,0,0,0.000392,0.000178,0.272604,0,0,0,4167,879,1,13,15,unimportant
1,9,0.25,0.166667,3.096885,1.287096,0,0.174416,0.000472,0.001114,0.290686,0.138514,0,1,3097,562,1,11,3,unimportant
3,16,0.375,0.380952,3.437196,1.10416,0.366204,0.278348,0.000919,0.005404,0.350488,0.300969,0,0,6611,897,1,1,2,unimportant
1,5,0.071429,0.263158,3.605667,1.208093,0,0.316757,0.001384,0.002876,0.392805,0.291145,0,0,1862,689,1,11,3,unimportant
1,38,0.5,0.383838,1.992584,1.623158,0,0.197991,0.000834,0.005131,0.340664,0.267958,0,0,9344,1909,1,1,1,unimportant
1,7,0.125,0.12963,1.999565,-0.061538,0,0.319259,0.000216,0.001885,0.215744,0.144495,0,0,9279,1366,1,11,1,unimportant
1,1,0.25,0.5,3.957291,-0.049721,0,0,0.004071,0.000106,0.499376,0,0,0,1310,260,1,11,1,unimportant
1,18,0.125,0.162162,2.861227,1.744586,0,0.269808,0.00043,0.003286,0.281581,0.272783,0,0,3920,726,1,11,1,unimportant
1,7,0.2,0.225806,1.061042,-1.00006,0,0,0.000071,0.003743,0.110353,0.174839,0,0,23719,1975,1,10,1,unimportant
2,4,0.25,0.333333,3.338399,0.024533,0.346574,0.281168,0.000483,0.001094,0.290732,0.07493,0,0,4865,1179,1,2,1,unimportant
1,29,0.125,0.298969,2.728589,2.088872,0,0.074997,0.000292,0.005574,0.244421,0.319051,0,0,4476,929,1,10,1,unimportant
3,7,0.115385,0.333333,1.632263,-1.527452,0.318257,0.318567,0.000494,0.000841,0.291147,0,0,0,40192,2165,1,1,1,unimportant
1,12,0.125,0.27907,1.530936,0.00883,0,0.284826,0.000105,0.001101,0.147439,0.00537,0,1,14826,2050,1,2,6,unimportant
3,27,0.107143,0.290323,-0.503153,?,0.318257,0,0.000055,0.001489,0.086964,0,0,0,340047,7377,1,1,1,unimportant
2,6,0.333333,0.285714,2.999434,0.091033,0,0.337135,0.000546,0.001055,0.30238,0.080795,1,1,6828,870,1,9,1,unimportant
1,71,0.25,0.295833,2.920609,3.176276,0,0.20899,0.000395,0.011013,0.273288,0.427585,0,0,3694,662,1,11,1,unimportant
1,1,0.2,0.333333,1.751369,-2.255644,0,0,0.000126,0.00006,0.164741,0,0,0,11893,1524,1,5,1,unimportant
6,46,0.153846,0.328571,2.225974,0.255843,0.337135,0.078184,0.000378,0.006121,0.266028,0.215039,0,0,44394,4699,1,2,1,unimportant
1,42,0.125,0.35,1.98268,1.713337,0,0.183735,0.000179,0.004444,0.197953,0.258786,0,0,9437,1366,1,3,1,unimportant
2,235,0.133333,0.291202,0.742439,1.501865,0.346574,0.095569,0.000173,0.006529,0.193263,0.21407,0,0,65237,5290,1,1,1,unimportant
2,431,0.08,0.350692,0.222452,1.5884,0.346574,0.154924,0.000039,0.013491,0.055105,0.319704,0,0,109729,4948,0,6,1,unimportant
1,11,0.111111,0.186441,2.515866,0.906748,0,0.152318,0.000274,0.001057,0.238276,0.081449,0,0,5537,804,1,8,3,unimportant
1,1,0.25,0.2,3.364429,-0.642584,0,0,0.00062,0.001071,0.317456,0.158733,0,0,2370,502,1,3,5,unimportant
10,2,0.238095,0.181818,3.795649,0.085187,0.213011,0,0.003031,0.000557,0.431614,0.046233,0,1,8154,1180,1,1,2,important
2,140,0.133333,0.260708,0.788061,2.935532,0.346574,0.103793,0.000709,0.010797,0.286109,0.405268,0,0,33005,2579,1,1,1,important
1,48,0.2,0.363636,1.674209,3.444386,0,0.237498,0.000778,0.007067,0.298479,0.401017,0,0,6803,1247,1,1,1,important
4,17,0.222222,0.239437,3.184942,2.530837,0.346574,0.251554,0.001655,0.005528,0.373104,0.371585,0,0,6007,928,1,1,3,important
3,17,0.107143,0.369565,3.221159,2.854736,0.366204,0.287479,0.001526,0.003877,0.366993,0.341415,0,0,4345,676,1,1,1,important
1,20,0.083333,0.17094,1.001181,1.895889,0,0.228571,0.000235,0.003542,0.178302,0.271013,0,0,13335,1019,1,1,1,important
1,9,0.111111,0.225,-1.356541,-1.260341,0,0,0.000011,0.000227,0,0,0,0,140909,5357,1,2,1,unimportant
7,2,0.21875,0.142857,2.417676,-0.936111,0.265437,0,0.000376,0.000441,0.22362,0,0,0,22642,2267,1,1,8,unimportant
1,33,0.333333,0.515625,0.824311,2.219794,0,0.215065,0.000076,0.002669,0.065625,0.219967,0,0,15915,2252,1,1,1,unimportant
1,1,0.5,0.333333,0.610041,-1.490983,0,0,0.000076,0.000381,0.065829,0,0,0,19718,1628,1,2,13,unimportant
1,1,0.142857,0.111111,0.726063,-1.374961,0,0,0.000178,0.001016,0.150214,0.093056,0,0,17558,1505,1,2,2,unimportant
5,1,0.454545,0.333333,3.638455,-0.072007,0,0,0.001332,0.000158,0.351578,0,0,0,4771,873,0,1,4,unimportant
1,10,0.25,0.714286,2.057074,2.258635,0,0.305432,0.000259,0.011022,0.18995,0.460772,0,0,4639,1042,1,1,3,unimportant
1,2,0.25,1,2.576705,1.168828,0,0,0.00049,0.000653,0.257072,0.119154,0,0,2759,394,1,1,9,unimportant
4,2,0.444444,0.285714,2.928627,0.134456,0.281168,0.346574,0.00049,0.000692,0.251395,0.062271,0,0,7762,1213,1,1,4,unimportant
2,82,0.666667,0.329317,-0.726488,0.886059,0,0.18611,0.000028,0.001185,0,0.087462,0,0,150086,7646,0,2,1,unimportant
13,42,0.382353,0.215385,1.197405,0.269101,0.178654,0.178351,0.000286,0.000909,0.195811,0.05202,0,0,142468,6763,0,1,1,unimportant
1,6,0.25,0.428571,1.929922,1.620657,0,0.225281,0.000502,0.004302,0.255246,0.332045,0,0,5268,1040,1,1,1,unimportant
1,1,0.333333,0.2,1.162796,-0.938228,0,0,0.000109,0.000513,0.102553,0.006406,0,0,11345,1407,1,1,1,unimportant
2,22,0.285714,0.328358,2.934053,3.230924,0,0.236291,0.000599,0.00426,0.273439,0.341721,0,0,3860,956,1,1,2,unimportant
47,6,0.246073,0.24,3.726823,0.166896,0.247137,0.289188,0.003262,0.000911,0.381217,0.088589,1,1,25212,2082,1,1,1,important
2,3,0.2,0.230769,1.360901,0.264828,0.346574,0.318257,0.000145,0.001014,0.046193,0.120509,1,1,11430,1336,1,4,1,important
1,3,0.2,0.272727,-0.459717,-0.862644,0,0,0.000084,0.000387,0,0,0,0,35294,2928,1,28,9,important
10,6,0.434783,0.6,2.713441,0.701077,0.294162,0.337135,0.000866,0.000696,0.239409,0.064419,0,0,14778,1761,1,2,2,important
1,1,0.166667,0.5,1.711471,0.209932,0,0,0.000423,0.000461,0.177456,0.078581,1,1,4025,627,1,2,2,important
1,8,0.333333,0.32,-0.462603,0.1153,0,0.303252,0.000079,0.00077,0,0.053836,0,0,35396,3117,1,1,1,important
8,20,0.156863,0.25641,1.646544,1.061296,0.245207,0.201953,0.000818,0.002245,0.229621,0.199258,0,1,34360,2353,1,1,1,important
2,5,0.5,1,2.175184,1.589936,0.346574,0,0.000409,0.000905,0.172945,0.164108,0,0,5063,561,1,1,1,important
1,6,0.052632,0.12,-0.097938,0.192283,0,0.289188,0.00035,0.001044,0.139163,0.108598,0,0,24580,2155,1,2,1,important
3,13,0.428571,0.240741,-0.333727,-0.368928,0.318257,0.299309,0.000032,0.000386,0,0,0,0,93348,4762,1,14,1,unimportant
41,22,0.317829,0.247191,1.926782,-0.197286,0.191213,0.12255,0.000734,0.000431,0.216105,0,0,0,133058,6626,0,1,1,unimportant
2,32,0.181818,0.347826,1.042018,2.313068,0.346574,0.216699,0.000548,0.003431,0.188963,0.273522,0,0,15723,2237,1,2,1,unimportant
2,5,0.285714,0.555556,1.00041,0.415162,0,0.35164,0.000262,0.00082,0.107787,0.076223,0,0,16391,1774,1,3,3,unimportant
1,1,1,1,1.888489,0.386951,0,0,0.000319,0.000587,0.141005,0.090255,0,0,3372,966,1,10,11,unimportant
2,3,0.333333,0.230769,1.11018,0.014106,0.346574,0.318257,0.000205,0.00034,0.081614,0,0,0,14687,1720,1,1,2,unimportant
1,1,1,0.25,1.054369,-0.44717,0,0,0.000469,0.000358,0.174355,0,0,0,7765,1129,1,22,20,unimportant
1,3,0.2,0.375,2.366831,1.963905,0,0.318257,0.000479,0.000738,0.194248,0.148338,0,0,2090,767,1,7,1,unimportant
1,1,1,0.5,1.821119,0.31958,0,0,0.000288,0.000367,0.128391,0.02053,0,0,3607,862,1,33,9,unimportant
3,2,0.176471,0.25,3.068628,1.161625,0.318257,0.346574,0.001196,0.000446,0.288957,0.069792,0,0,3108,662,1,4,1,unimportant
1,1,0.333333,1,0.386523,-1.115016,0,0,0.000129,0.000308,0.032859,0,0,1,15142,1242,1,5,17,unimportant
5,2,0.5,1,2.825152,0.407323,0.316757,0,0.001853,0.000406,0.325041,0.008787,0,0,6608,1166,1,2,2,unimportant
3,7,0.428571,0.162791,-0.70873,-1.362971,0.318257,0.341454,0.000069,0.000191,0,0,0,0,135821,5252,1,1,1,unimportant
1,9,0.090909,0.428571,-1.210702,-0.515016,0,0.331676,0.000083,0.000438,0,0,0,1,74791,3935,1,4,1,unimportant
1,1,1,0.5,0.817438,-0.684101,0,0,0.000151,0.000233,0.051315,0,0,0,9841,1314,1,4,21,unimportant
1,1,0.333333,1,1.272535,-0.229004,0,0,0.000182,0.000134,0.073192,0,0,0,6243,1672,1,5,16,unimportant
1,1,0.5,0.25,1.153809,-0.34773,0,0,0.000244,0.000165,0.108063,0,0,0,7030,808,1,34,21,unimportant
1,18,0.125,0.174757,-1.283528,0.105305,0,0.174416,0.000038,0.000574,0,0.008343,0,0,80441,3759,1,13,1,unimportant
1,2,1,0.125,2.192516,1.384125,0,0,0.000385,0.000656,0.165098,0.118225,0,0,2488,1277,1,16,1,unimportant
7,1,0.122807,1,3.866034,0.418585,0.265437,0,0.00336,0.001412,0.397512,0.211211,0,0,3267,975,1,1,9,unimportant
5,4,0.454545,0.25,1.672345,-0.052337,0,0.281168,0.000317,0.000411,0.127963,0,0,0,20928,2177,1,1,6,unimportant
2,6,0.2,0.25,1.714581,1.311655,0,0.332415,0.000998,0.001432,0.25862,0.180721,0,1,8025,1072,1,3,2,unimportant
1,1,0.25,1,1.683541,0.182003,0,0,0.000314,0.000387,0.139055,0.033647,0,0,4139,1117,1,4,4,unimportant
4,5,0.444444,0.294118,0.627016,-0.651379,0.281168,0.250201,0.000174,0.000852,0.060619,0.064053,0,0,47621,4848,1,3,1,unimportant
6,2,0.222222,1,3.240197,0.640046,0.366204,0,0.001185,0.00113,0.27926,0.158423,0,0,5236,813,1,4,11,unimportant
1,1,0.333333,0.333333,0.164781,-1.336758,0,0,0.000162,0.000349,0.055112,0,0,0,18901,1095,1,8,4,unimportant
1,5,0.5,0.166667,-0.047415,0.060484,0,0.336506,0.000057,0.000408,0,0,0,0,23369,1942,1,16,3,unimportant
28,2,0.466667,0.333333,3.288004,-0.852592,0.281168,0,0.001945,0.000154,0.324017,0,0,0,23294,2154,1,1,2,unimportant
1,94,1,0.394958,1.776921,4.818677,0,0.251683,0.000326,0.016929,0.143813,0.539208,0,0,3770,844,1,1,1,unimportant
1,2,1,0.181818,-0.282088,-1.09048,0,0.346574,0.000139,0.000127,0.03678,0,0,0,29550,2652,1,33,21,unimportant
5,3,0.384615,0.75,-0.223763,-2.236128,0,0,0.000096,0.00034,0,0,0,0,139379,3622,1,1,15,unimportant
2,3,0.285714,0.6,2.425962,1.329888,0.346574,0,0.000562,0.000723,0.200591,0.109341,0,0,3940,1007,1,18,20,unimportant
1,1,0.1,0.333333,1.119002,-0.382537,0,0,0.000155,0.000475,0.054096,0.021812,0,0,7279,1527,1,9,27,unimportant
3,9,0.75,0.642857,3.444141,3.041215,0,0.174416,0.001098,0.001581,0.288592,0.253228,0,0,2135,462,1,5,2,unimportant
1,6,0.2,0.333333,3.020574,3.310795,0,0,0.0008,0.002484,0.270772,0.333027,0,0,1087,378,1,7,7,unimportant
3,8,0.3,0.571429,0.890169,0.369459,0,0,0.000233,0.000896,0.092924,0.076097,0,0,27452,4129,0,18,3,unimportant
6,6,0.75,0.428571,0.646075,-0.855464,0,0.318257,0.000099,0.000401,0,0,0,0,70083,4292,1,1,7,unimportant
6,10,0.315789,0.384615,-1.000649,-1.991362,0.225281,0,0.000052,0.000308,0,0,0,0,363727,7558,1,3,2,unimportant
9,1,0.473684,1,3.847968,0.149205,0.282895,0,0.002408,0.000175,0.357725,0,0,0,4277,1161,1,1,38,unimportant
3,6,0.3,0.461538,3.774729,2.966338,0.318257,0.318257,0.002581,0.001418,0.387269,0.250564,0,0,1534,546,1,2,6,unimportant
2,1,0.333333,1,1.536422,-0.658264,0.346574,0,0.000643,0.000205,0.207269,0,0,0,9590,1212,1,1,1,unimportant
1,2,0.2,1,1.92688,1.118489,0,0,0.000347,0.004966,0.151896,0.381663,0,0,3245,988,1,28,3,unimportant
1,17,0.2,0.320755,-1.647541,-0.315866,0,0,0.000036,0.000294,0,0,0,1,115762,6232,1,2,6,unimportant
3,2,0.428571,0.333333,-1.069843,-2.976847,0,0.346574,0.000078,0.00146,0,0.129403,0,0,194893,3867,1,4,15,unimportant
1,2,0.25,1,0.750147,-0.058244,0,0,0.000118,0.001056,0.022932,0.118724,0,0,10526,2028,1,4,33,unimportant
1,2,0.333333,0.25,0.76219,-0.046202,0,0.346574,0.000136,0.000321,0.038545,0,0,0,10400,1839,1,36,17,unimportant
1,4,1,0.8,3.254818,3.139574,0,0.281168,0.000879,0.001285,0.286734,0.264647,0,0,860,358,1,19,26,unimportant
1,1,0.166667,1,2.341789,0.84025,0,0,0.000502,0.000252,0.2008,0.015999,0,0,2143,669,1,3,18,unimportant
2,5,0.5,0.2,1.11127,0.526022,0.346574,0,0.000114,0.00158,0.018301,0.171229,0,0,14671,1876,1,2,1,unimportant
5,1,0.833333,0.333333,2.401195,-0.709782,0.250201,0,0.000995,0.000599,0.254492,0.04451,0,0,10097,1459,1,5,1,unimportant
4,48,0.266667,0.32,-0.271747,0.711621,0.346574,0.206248,0.00011,0.0012,0.010311,0.104544,0,0,116984,5077,0,1,1,unimportant
2,6,0.222222,0.1875,-1.146612,-1.549538,0,0.337135,0.000033,0.000097,0,0,0,0,140296,4983,1,15,4,unimportant
1,1,1,1,1.78144,0.279901,0,0,0.000306,0.000382,0.135982,0.029867,0,0,3753,864,1,36,46,unimportant
4,5,0.181818,0.217391,0.113389,-1.165006,0.346574,0,0.000058,0.00028,0,0,0,0,79591,4129,1,1,2,unimportant
1,1,0.5,1,-0.906986,-2.408524,0,0,0.000048,0.000366,0,0,0,0,55201,3355,1,21,12,unimportant
1,1,1,0.071429,0.641846,-0.859693,0,0,0.000109,0.00018,0.013848,0,0,0,11730,1904,1,36,1,unimportant
13,146,0.317073,0.310638,0.733033,1.650152,0.299379,0.121383,0.000246,0.001788,0.097174,0.157048,0,0,139200,7473,0,1,1,unimportant
5,1,0.125,0.125,1.517908,-1.593069,0.35164,0,0.000821,0.000065,0.231171,0,0,0,24423,2093,1,2,6,unimportant
1,1,0.25,0.333333,1.2256,-0.275939,0,0,0.000249,0.000167,0.110463,0,0,0,6543,530,1,23,41,unimportant
1,2,0.333333,0.1,0.485214,-0.323178,0,0.346574,0.0001,0.001249,0.003181,0.135896,0,0,13719,1566,1,2,2,unimportant
3,2,0.214286,0.666667,2.820071,0.913067,0.318257,0.346574,0.000603,0.000756,0.209343,0.120107,0,0,3985,882,1,1,4,unimportant
1,2,0.2,0.333333,0.510907,-0.297484,0,0.346574,0.000098,0.000493,0.001399,0.011199,0,0,13371,1437,1,3,1,unimportant
1,1,1,1,0.348998,-1.152541,0,0,0.000087,0.000074,0,0,0,0,15721,1479,1,22,42,unimportant
5,1,0.333333,0.5,1.699683,0.850833,0.316757,0,0.000926,0.000386,0.219847,0.154246,0,0,7010,1387,1,2,8,unimportant
2,64,0.333333,0.292237,-1.6557,2.570625,0,0.169907,0.000132,0.001244,0,0.272865,0,0,80353,6184,0,4,1,unimportant
1,2,0.5,1,-0.201211,1.252525,0,0.346574,0.000161,0.000334,0.018924,0.137207,0,0,9382,1272,1,3,7,unimportant
1,1,0.5,0.5,-0.06019,0.700398,0,0,0.000149,0.000154,0.009465,0.052748,0,0,8148,1899,1,6,9,unimportant
3,4,1,0.8,4.089577,1.81136,0.318257,0,0.025907,0.00321,0.685632,0.425142,0,0,387,209,1,5,12,important
1,15,1,0.75,1.4866,1.628752,0,0.294104,0.000681,0.006496,0.351866,0.462243,0,0,1742,506,1,8,1,important
1,3,0.5,1,0.836861,-0.630425,0,0,0.00033,0.00103,0.285229,0.217583,0,0,3336,677,1,13,2,unimportant
1,58,1,0.522523,-0.460212,1.034333,0,0.18199,0.000102,0.005475,0.179212,0.393669,0,0,12205,1985,0,4,1,unimportant
